"Departamento","Municipio","Año","Mes","TotalMuestras","IRCA","Riesgo"
"Cundinamarca","Mosquera","2014","Noviembre",1,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2014","Diciembre",1,37.5,"ALTO"
"Cundinamarca","Mosquera","2015","Enero",1,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2015","Febrero",1,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2015","Marzo",1,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2015","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2015","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2015","Junio",1,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2015","Julio",1,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2015","Agosto",1,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2015","Septiembre",1,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2015","Octubre",1,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2015","Noviembre",1,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2015","Diciembre",1,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2016","Enero",1,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2016","Febrero",1,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2016","Marzo",1,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2016","Abril",1,18.63,"MEDIO"
"Cundinamarca","Mosquera","2016","Mayo",1,18.63,"MEDIO"
"Cundinamarca","Mosquera","2016","Junio",1,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2016","Julio",4,10.23,"BAJO"
"Cundinamarca","Mosquera","2016","Agosto",5,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2016","Septiembre",5,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2016","Octubre",4,9.38,"BAJO"
"Cundinamarca","Mosquera","2016","Noviembre",5,0,"SIN RIESGO"
"Cundinamarca","Mosquera","2016","Diciembre",4,0,"SIN RIESGO"
"Cundinamarca","Nariño","2014","Enero",1,16.57,"MEDIO"
"Cundinamarca","Nariño","2014","Febrero",1,33.52,"MEDIO"
"Cundinamarca","Nariño","2014","Marzo",1,16.48,"MEDIO"
"Cundinamarca","Nariño","2014","Mayo",1,49.18,"ALTO"
"Cundinamarca","Nariño","2014","Agosto",1,0,"SIN RIESGO"
"Cundinamarca","Nariño","2014","Septiembre",1,25.14,"MEDIO"
"Cundinamarca","Nariño","2014","Octubre",1,63.73,"ALTO"
"Cundinamarca","Nariño","2014","Noviembre",1,0,"SIN RIESGO"
"Cundinamarca","Nariño","2014","Diciembre",1,32.96,"MEDIO"
"Cundinamarca","Nariño","2015","Enero",1,18.4,"MEDIO"
"Cundinamarca","Nariño","2015","Febrero",1,32.96,"MEDIO"
"Cundinamarca","Nariño","2015","Marzo",1,18.63,"MEDIO"
"Cundinamarca","Nariño","2015","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Nariño","2015","Mayo",1,26.08,"MEDIO"
"Cundinamarca","Nariño","2015","Junio",1,16.48,"MEDIO"
"Cundinamarca","Nariño","2015","Julio",1,18.63,"MEDIO"
"Cundinamarca","Nariño","2015","Agosto",1,16.48,"MEDIO"
"Cundinamarca","Nariño","2015","Septiembre",1,36.8,"ALTO"
"Cundinamarca","Nariño","2015","Octubre",1,60.43,"ALTO"
"Cundinamarca","Nariño","2015","Noviembre",1,66.66,"ALTO"
"Cundinamarca","Nariño","2015","Diciembre",1,37.26,"ALTO"
"Cundinamarca","Nariño","2016","Enero",1,17.64,"MEDIO"
"Cundinamarca","Nariño","2016","Febrero",1,40.26,"ALTO"
"Cundinamarca","Nariño","2016","Marzo",1,0,"SIN RIESGO"
"Cundinamarca","Nariño","2016","Abril",1,18.63,"MEDIO"
"Cundinamarca","Nariño","2016","Mayo",1,32.96,"MEDIO"
"Cundinamarca","Nariño","2016","Junio",1,36.8,"ALTO"
"Cundinamarca","Nariño","2016","Julio",1,17.04,"MEDIO"
"Cundinamarca","Nariño","2016","Agosto",1,0,"SIN RIESGO"
"Cundinamarca","Nariño","2016","Septiembre",1,17.04,"MEDIO"
"Cundinamarca","Nariño","2016","Octubre",1,19.35,"MEDIO"
"Cundinamarca","Nariño","2016","Noviembre",1,17.04,"MEDIO"
"Cundinamarca","Nariño","2016","Diciembre",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2014","Enero",1,16.57,"MEDIO"
"Cundinamarca","Nemocón","2014","Febrero",2,8.38,"BAJO"
"Cundinamarca","Nemocón","2014","Marzo",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2014","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2014","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2014","Junio",1,16.76,"MEDIO"
"Cundinamarca","Nemocón","2014","Julio",1,16.76,"MEDIO"
"Cundinamarca","Nemocón","2014","Agosto",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2014","Septiembre",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2014","Octubre",2,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2014","Noviembre",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2014","Diciembre",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2015","Enero",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2015","Febrero",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2015","Marzo",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2015","Abril",2,8.24,"BAJO"
"Cundinamarca","Nemocón","2015","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2015","Junio",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2015","Julio",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2015","Agosto",1,18.13,"MEDIO"
"Cundinamarca","Nemocón","2015","Septiembre",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2015","Octubre",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2015","Noviembre",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2015","Diciembre",2,12.63,"BAJO"
"Cundinamarca","Nemocón","2016","Febrero",2,20.6,"MEDIO"
"Cundinamarca","Nemocón","2016","Marzo",1,24.72,"MEDIO"
"Cundinamarca","Nemocón","2016","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2016","Mayo",2,9.89,"BAJO"
"Cundinamarca","Nemocón","2016","Junio",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2016","Julio",1,1.7,"SIN RIESGO"
"Cundinamarca","Nemocón","2016","Agosto",3,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2016","Septiembre",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2016","Octubre",2,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2016","Noviembre",1,0,"SIN RIESGO"
"Cundinamarca","Nemocón","2016","Diciembre",2,10.64,"BAJO"
"Cundinamarca","Nilo","2014","Enero",3,17,"MEDIO"
"Cundinamarca","Nilo","2014","Febrero",1,0,"SIN RIESGO"
"Cundinamarca","Nilo","2014","Marzo",1,0,"SIN RIESGO"
"Cundinamarca","Nilo","2014","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Nilo","2014","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Nilo","2014","Junio",1,16.76,"MEDIO"
"Cundinamarca","Nilo","2014","Julio",3,19.35,"MEDIO"
"Cundinamarca","Nilo","2014","Agosto",1,0,"SIN RIESGO"
"Cundinamarca","Nilo","2014","Septiembre",1,0,"SIN RIESGO"
"Cundinamarca","Nilo","2014","Octubre",1,0,"SIN RIESGO"
"Cundinamarca","Nilo","2014","Noviembre",3,12.07,"BAJO"
"Cundinamarca","Nilo","2014","Diciembre",1,43.95,"ALTO"
"Cundinamarca","Nilo","2015","Enero",3,6.13,"BAJO"
"Cundinamarca","Nilo","2015","Febrero",1,0,"SIN RIESGO"
"Cundinamarca","Nilo","2015","Marzo",3,6.21,"BAJO"
"Cundinamarca","Nilo","2015","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Nilo","2015","Mayo",3,12.07,"BAJO"
"Cundinamarca","Nilo","2015","Junio",1,0,"SIN RIESGO"
"Cundinamarca","Nilo","2015","Julio",3,0,"SIN RIESGO"
"Cundinamarca","Nilo","2015","Agosto",1,1.09,"SIN RIESGO"
"Cundinamarca","Nilo","2015","Septiembre",3,0.36,"SIN RIESGO"
"Cundinamarca","Nilo","2015","Octubre",1,0,"SIN RIESGO"
"Cundinamarca","Nilo","2015","Noviembre",3,0.36,"SIN RIESGO"
"Cundinamarca","Nilo","2015","Diciembre",1,0,"SIN RIESGO"
"Cundinamarca","Nilo","2016","Enero",3,5.88,"BAJO"
"Cundinamarca","Nilo","2016","Febrero",1,0,"SIN RIESGO"
"Cundinamarca","Nilo","2016","Marzo",3,0.36,"SIN RIESGO"
"Cundinamarca","Nilo","2016","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Nilo","2016","Mayo",4,27.08,"MEDIO"
"Cundinamarca","Nilo","2016","Junio",1,0,"SIN RIESGO"
"Cundinamarca","Nilo","2016","Julio",3,0.38,"SIN RIESGO"
"Cundinamarca","Nilo","2016","Agosto",1,0,"SIN RIESGO"
"Cundinamarca","Nilo","2016","Septiembre",2,0.57,"SIN RIESGO"
"Cundinamarca","Nilo","2016","Octubre",1,0,"SIN RIESGO"
"Cundinamarca","Nilo","2016","Noviembre",3,26.89,"MEDIO"
"Cundinamarca","Nilo","2016","Diciembre",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2014","Enero",1,1.1,"SIN RIESGO"
"Cundinamarca","Nimaima","2014","Febrero",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2014","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2014","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2014","Junio",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2014","Julio",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2014","Agosto",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2014","Septiembre",1,18.63,"MEDIO"
"Cundinamarca","Nimaima","2014","Octubre",1,16.48,"MEDIO"
"Cundinamarca","Nimaima","2014","Noviembre",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2014","Diciembre",2,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2015","Enero",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2015","Febrero",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2015","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2015","Junio",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2015","Julio",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2015","Agosto",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2015","Septiembre",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2015","Octubre",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2015","Noviembre",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2015","Diciembre",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2016","Enero",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2016","Febrero",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2016","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2016","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2016","Agosto",2,0,"SIN RIESGO"
"Cundinamarca","Nimaima","2016","Septiembre",1,18.68,"MEDIO"
"Cundinamarca","Nimaima","2016","Octubre",2,19.35,"MEDIO"
"Cundinamarca","Nimaima","2016","Noviembre",2,26.14,"MEDIO"
"Cundinamarca","Nimaima","2016","Diciembre",1,19.1,"MEDIO"
"Cundinamarca","Nocaima","2014","Enero",2,23.2,"MEDIO"
"Cundinamarca","Nocaima","2014","Febrero",1,16.76,"MEDIO"
"Cundinamarca","Nocaima","2014","Marzo",2,8.38,"BAJO"
"Cundinamarca","Nocaima","2014","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2014","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2014","Junio",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2014","Julio",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2014","Agosto",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2014","Septiembre",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2014","Octubre",1,1.09,"SIN RIESGO"
"Cundinamarca","Nocaima","2014","Noviembre",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2014","Diciembre",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2015","Enero",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2015","Febrero",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2015","Marzo",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2015","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2015","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2015","Junio",1,18.63,"MEDIO"
"Cundinamarca","Nocaima","2015","Julio",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2015","Agosto",1,1.09,"SIN RIESGO"
"Cundinamarca","Nocaima","2015","Septiembre",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2015","Octubre",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2015","Noviembre",1,75.77,"ALTO"
"Cundinamarca","Nocaima","2015","Diciembre",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2016","Febrero",1,20.13,"MEDIO"
"Cundinamarca","Nocaima","2016","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2016","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2016","Junio",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2016","Julio",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2016","Agosto",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2016","Septiembre",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2016","Octubre",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2016","Noviembre",1,0,"SIN RIESGO"
"Cundinamarca","Nocaima","2016","Diciembre",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2014","Enero",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2014","Febrero",1,1.64,"SIN RIESGO"
"Cundinamarca","Pacho","2014","Marzo",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2014","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2014","Mayo",2,0,"SIN RIESGO"
"Cundinamarca","Pacho","2014","Junio",2,0,"SIN RIESGO"
"Cundinamarca","Pacho","2014","Julio",2,0,"SIN RIESGO"
"Cundinamarca","Pacho","2014","Agosto",2,0,"SIN RIESGO"
"Cundinamarca","Pacho","2014","Septiembre",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2014","Octubre",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2014","Noviembre",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2014","Diciembre",1,1.64,"SIN RIESGO"
"Cundinamarca","Pacho","2015","Enero",2,0,"SIN RIESGO"
"Cundinamarca","Pacho","2015","Febrero",2,0,"SIN RIESGO"
"Cundinamarca","Pacho","2015","Marzo",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2015","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2015","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2015","Junio",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2015","Julio",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2015","Agosto",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2015","Septiembre",2,0,"SIN RIESGO"
"Cundinamarca","Pacho","2015","Octubre",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2015","Noviembre",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2015","Diciembre",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2016","Enero",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2016","Febrero",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2016","Marzo",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2016","Abril",2,0,"SIN RIESGO"
"Cundinamarca","Pacho","2016","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2016","Junio",1,0,"SIN RIESGO"
"Cundinamarca","Pacho","2016","Julio",3,0,"SIN RIESGO"
"Cundinamarca","Pacho","2016","Agosto",3,0,"SIN RIESGO"
"Cundinamarca","Pacho","2016","Septiembre",3,0,"SIN RIESGO"
"Cundinamarca","Pacho","2016","Octubre",3,0,"SIN RIESGO"
"Cundinamarca","Pacho","2016","Noviembre",3,0.57,"SIN RIESGO"
"Cundinamarca","Pacho","2016","Diciembre",3,0,"SIN RIESGO"
"Cundinamarca","Paime","2014","Enero",1,16.57,"MEDIO"
"Cundinamarca","Paime","2014","Febrero",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2014","Marzo",1,16.76,"MEDIO"
"Cundinamarca","Paime","2014","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2014","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2014","Junio",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2014","Julio",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2014","Agosto",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2014","Septiembre",1,17.96,"MEDIO"
"Cundinamarca","Paime","2014","Octubre",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2014","Noviembre",1,18.4,"MEDIO"
"Cundinamarca","Paime","2014","Diciembre",1,16.48,"MEDIO"
"Cundinamarca","Paime","2015","Febrero",1,16.48,"MEDIO"
"Cundinamarca","Paime","2015","Marzo",1,18.4,"MEDIO"
"Cundinamarca","Paime","2015","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2015","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2015","Junio",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2015","Julio",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2015","Agosto",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2015","Septiembre",1,18.63,"MEDIO"
"Cundinamarca","Paime","2015","Octubre",1,16.3,"MEDIO"
"Cundinamarca","Paime","2015","Noviembre",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2015","Diciembre",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2016","Febrero",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2016","Marzo",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2016","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2016","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2016","Junio",1,18.63,"MEDIO"
"Cundinamarca","Paime","2016","Julio",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2016","Agosto",1,19.35,"MEDIO"
"Cundinamarca","Paime","2016","Septiembre",1,34.09,"MEDIO"
"Cundinamarca","Paime","2016","Octubre",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2016","Noviembre",1,0,"SIN RIESGO"
"Cundinamarca","Paime","2016","Diciembre",1,19.35,"MEDIO"
"Cundinamarca","Pandi","2014","Enero",1,0,"SIN RIESGO"
"Cundinamarca","Pandi","2014","Febrero",1,0,"SIN RIESGO"
"Cundinamarca","Pandi","2014","Marzo",1,1.12,"SIN RIESGO"
"Cundinamarca","Pandi","2014","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Pandi","2014","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Pandi","2014","Junio",1,0,"SIN RIESGO"
"Cundinamarca","Pandi","2014","Julio",1,0,"SIN RIESGO"
"Cundinamarca","Pandi","2014","Agosto",1,0,"SIN RIESGO"
"Cundinamarca","Pandi","2014","Octubre",1,0,"SIN RIESGO"
"Cundinamarca","Pandi","2014","Noviembre",1,0,"SIN RIESGO"
"Cundinamarca","Pandi","2014","Diciembre",1,1.06,"SIN RIESGO"
"Cundinamarca","Pandi","2015","Enero",1,0,"SIN RIESGO"
"Cundinamarca","Pandi","2015","Febrero",1,0,"SIN RIESGO"
"Cundinamarca","Pandi","2015","Marzo",1,17.39,"MEDIO"
"Cundinamarca","Pandi","2015","Abril",1,0,"SIN RIESGO"
"Cundinamarca","Pandi","2015","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Pandi","2015","Junio",1,0,"SIN RIESGO"
"Cundinamarca","Pandi","2015","Julio",1,37.26,"ALTO"
"Cundinamarca","Pandi","2015","Agosto",1,0,"SIN RIESGO"
"Cundinamarca","Pandi","2015","Septiembre",1,60.98,"ALTO"
"Cundinamarca","Pandi","2015","Octubre",1,16.3,"MEDIO"
"Cundinamarca","Pandi","2015","Noviembre",1,18.63,"MEDIO"
"Cundinamarca","Pandi","2015","Diciembre",1,0,"SIN RIESGO"
"Cundinamarca","Pandi","2016","Enero",1,0,"SIN RIESGO"
"Cundinamarca","Pandi","2016","Febrero",1,18.63,"MEDIO"
"Cundinamarca","Pandi","2016","Marzo",1,56.04,"ALTO"
"Cundinamarca","Pandi","2016","Abril",1,37.26,"ALTO"
"Cundinamarca","Pandi","2016","Mayo",1,16.3,"MEDIO"
"Cundinamarca","Pandi","2016","Junio",1,18.4,"MEDIO"
"Cundinamarca","Pandi","2016","Julio",1,0,"SIN RIESGO"
"Cundinamarca","Pandi","2016","Agosto",1,27.09,"MEDIO"
"Cundinamarca","Pandi","2016","Octubre",1,38.7,"ALTO"
"Cundinamarca","Pandi","2016","Noviembre",1,23.86,"MEDIO"
"Cundinamarca","Pandi","2016","Diciembre",1,0,"SIN RIESGO"
"Cundinamarca","Paratebueno","2014","Enero",1,0,"SIN RIESGO"
"Cundinamarca","Paratebueno","2014","Febrero",1,0,"SIN RIESGO"
"Cundinamarca","Paratebueno","2014","Marzo",1,0,"SIN RIESGO"
"Cundinamarca","Paratebueno","2014","Abril",1,32.43,"MEDIO"
"Cundinamarca","Paratebueno","2014","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Paratebueno","2014","Junio",1,6.7,"BAJO"
"Cundinamarca","Paratebueno","2014","Agosto",1,16.75,"MEDIO"
"Cundinamarca","Paratebueno","2014","Septiembre",1,18.63,"MEDIO"
"Cundinamarca","Paratebueno","2014","Octubre",1,32.6,"MEDIO"
"Cundinamarca","Paratebueno","2014","Noviembre",1,18.63,"MEDIO"
"Cundinamarca","Paratebueno","2014","Diciembre",1,49.45,"ALTO"
"Cundinamarca","Paratebueno","2015","Enero",1,0,"SIN RIESGO"
"Cundinamarca","Paratebueno","2015","Febrero",1,0,"SIN RIESGO"
"Cundinamarca","Paratebueno","2015","Marzo",1,0,"SIN RIESGO"
"Cundinamarca","Paratebueno","2015","Abril",1,17.96,"MEDIO"
"Cundinamarca","Paratebueno","2015","Mayo",1,26.08,"MEDIO"
"Cundinamarca","Paratebueno","2015","Junio",1,0,"SIN RIESGO"
"Cundinamarca","Paratebueno","2015","Julio",1,37.26,"ALTO"
"Cundinamarca","Paratebueno","2015","Agosto",1,26.37,"MEDIO"
"Cundinamarca","Paratebueno","2015","Septiembre",1,18.4,"MEDIO"
"Cundinamarca","Paratebueno","2015","Octubre",1,34.61,"MEDIO"
"Cundinamarca","Paratebueno","2015","Noviembre",1,26.08,"MEDIO"
"Cundinamarca","Paratebueno","2015","Diciembre",1,25.14,"MEDIO"
"Cundinamarca","Paratebueno","2016","Enero",1,17.64,"MEDIO"
"Cundinamarca","Paratebueno","2016","Febrero",1,20.13,"MEDIO"
"Cundinamarca","Paratebueno","2016","Abril",1,37.26,"ALTO"
"Cundinamarca","Paratebueno","2016","Mayo",1,16.48,"MEDIO"
"Cundinamarca","Paratebueno","2016","Junio",1,18.63,"MEDIO"
"Cundinamarca","Paratebueno","2016","Agosto",1,38.7,"ALTO"
"Cundinamarca","Paratebueno","2016","Septiembre",1,17.04,"MEDIO"
"Cundinamarca","Paratebueno","2016","Octubre",1,19.35,"MEDIO"
"Cundinamarca","Paratebueno","2016","Noviembre",1,17.04,"MEDIO"
"Cundinamarca","Paratebueno","2016","Diciembre",1,38.7,"ALTO"
"Cundinamarca","Pasca","2014","Enero",1,19.89,"MEDIO"
"Cundinamarca","Pasca","2014","Febrero",1,36.87,"ALTO"
"Cundinamarca","Pasca","2014","Marzo",1,21.43,"MEDIO"
"Cundinamarca","Pasca","2014","Abril",1,16.22,"MEDIO"
"Cundinamarca","Pasca","2014","Mayo",1,39.78,"ALTO"
"Cundinamarca","Pasca","2014","Junio",1,20.11,"MEDIO"
"Cundinamarca","Pasca","2014","Julio",1,26.82,"MEDIO"
"Cundinamarca","Pasca","2014","Agosto",1,0,"SIN RIESGO"
"Cundinamarca","Pasca","2014","Septiembre",1,29.81,"MEDIO"
"Cundinamarca","Pasca","2014","Octubre",1,20.87,"MEDIO"
"Cundinamarca","Pasca","2014","Noviembre",1,48.44,"ALTO"
"Cundinamarca","Pasca","2014","Diciembre",1,26.08,"MEDIO"
"Cundinamarca","Pasca","2015","Enero",1,3.59,"SIN RIESGO"
"Cundinamarca","Pasca","2015","Febrero",1,17.93,"MEDIO"
"Cundinamarca","Pasca","2015","Marzo",1,18.63,"MEDIO"
"Cundinamarca","Pasca","2015","Abril",1,37.91,"ALTO"
"Cundinamarca","Pasca","2015","Mayo",1,0,"SIN RIESGO"
"Cundinamarca","Pasca","2015","Junio",1,37.26,"ALTO"
"Cundinamarca","Pasca","2015","Julio",1,0,"SIN RIESGO"
"Cundinamarca","Pasca","2015","Agosto",1,33.51,"MEDIO"
"Cundinamarca","Pasca","2015","Septiembre",1,21.95,"MEDIO"
"Cundinamarca","Pasca","2015","Octubre",1,16.48,"MEDIO"
"Cundinamarca","Pasca","2015","Noviembre",1,26.08,"MEDIO"
"Cundinamarca","Pasca","2015","Diciembre",1,17.96,"MEDIO"
"Cundinamarca","Pasca","2016","Enero",1,24.11,"MEDIO"
"Cundinamarca","Pasca","2016","Febrero",1,24.16,"MEDIO"
"Cundinamarca","Pasca","2016","Abril",1,18.63,"MEDIO"
"Cundinamarca","Pasca","2016","Mayo",1,41.2,"ALTO"
"Cundinamarca","Pasca","2016","Junio",1,26.08,"MEDIO"
"Cundinamarca","Pasca","2016","Julio",1,25.56,"MEDIO"
"Cundinamarca","Pasca","2016","Agosto",1,46.45,"ALTO"
"Cundinamarca","Pasca","2016","Septiembre",2,53.12,"ALTO"
"Cundinamarca","Pasca","2016","Octubre",1,100,"INVIABLE SANITARIAMENTE"
"Cundinamarca","Pasca","2016","Noviembre",2,33.23,"MEDIO"
"Cundinamarca","Pasca","2016","Diciembre",1,46.45,"ALTO"
"Cundinamarca","Puerto Salgar","2014","Enero",1,16.76,"MEDIO"
"Cundinamarca","Puerto Salgar","2014","Febrero",1,0,"SIN RIESGO"
"Cundinamarca","Puerto Salgar","2014","Marzo",1,2.17,"SIN RIESGO"
"Cundinamarca","Puerto Salgar","2014","Abril",1,1.08,"SIN RIESGO"
"Cundinamarca","Puerto Salgar","2014","Mayo",1,1.12,"SIN RIESGO"
"Cundinamarca","Puerto Salgar","2014","Junio",1,1.12,"SIN RIESGO"
"Cundinamarca","Puerto Salgar","2014","Julio",1,17.88,"MEDIO"
"Cundinamarca","Puerto Salgar","2014","Agosto",1,1.11,"SIN RIESGO"
"Cundinamarca","Puerto Salgar","2014","Septiembre",1,17.58,"MEDIO"
"Cundinamarca","Puerto Salgar","2014","Octubre",1,1.96,"SIN RIESGO"
