"Estacion","Temperatura","Vel_viento","Temp_max","Temp_min","Precipitacion","Fecha"
802140,23.0555555555556,6.6672,26,20,7.112,2015-01-31
802140,22.7777777777778,6.482,26.6111111111111,18.6111111111111,48.006,2015-02-01
802140,26.2777777777778,8.1488,30,19.3888888888889,0.254,2015-02-02
802140,25.6111111111111,9.26,28.1111111111111,19.6111111111111,0,2015-02-03
802140,23.7777777777778,5.9264,29.7777777777778,20.7777777777778,0,2015-02-04
802140,27.0555555555556,9.26,31,20.6111111111111,0,2015-02-05
802140,23.3333333333333,7.9636,30.8888888888889,20.2222222222222,0,2015-02-06
802140,23.6666666666667,7.2228,26.3888888888889,20.3888888888889,0,2015-02-07
802140,22.6666666666667,7.0376,27.2777777777778,19.2777777777778,7.874,2015-02-08
802140,22.6666666666667,6.8524,26.2222222222222,19,20.066,2015-02-09
802140,22.3333333333333,6.8524,26.2222222222222,19.6111111111111,0.254,2015-02-10
802140,24.1666666666667,6.8524,27,19.7777777777778,7.874,2015-02-11
802140,24,6.6672,28.2222222222222,22,0,2015-02-12
802140,24.1111111111111,8.8896,28.3888888888889,20,19.05,2015-02-13
802140,24.6666666666667,7.5932,29,20.2777777777778,2.032,2015-02-14
802140,24.6666666666667,6.2968,29,19.2222222222222,0,2015-02-15
802140,26.3333333333333,8.5192,30,19.3888888888889,2.032,2015-02-16
802140,26.9444444444444,7.408,30.2222222222222,20.2222222222222,0,2015-02-17
802140,26.1666666666667,10.9268,31.6111111111111,20.3888888888889,0.254,2015-02-18
802140,25.1666666666667,10.5564,29.7777777777778,21,0,2015-02-19
802140,24.9444444444444,10.5564,29,19.8888888888889,6.096,2015-02-20
802140,25.0555555555556,8.7044,29.2777777777778,19,1.016,2015-02-21
802140,26.4444444444444,7.9636,31,19.6111111111111,0,2015-02-22
802140,26.9444444444444,8.7044,31.3888888888889,20.2222222222222,0,2015-02-23
802140,25.6666666666667,10.3712,31.3888888888889,20.3888888888889,0,2015-02-24
802140,24.2222222222222,9.0748,29.3888888888889,20,0,2015-02-25
802140,25.8333333333333,7.9636,30,19.1111111111111,6.096,2015-02-27
802140,24.8888888888889,8.334,29,18.7777777777778,17.018,2015-02-28
802140,26.5555555555556,7.0376,30,20,0.254,2015-03-01
802140,24.3888888888889,8.8896,30.6111111111111,19,10.922,2015-03-02
802140,23.7222222222222,7.7784,27.7777777777778,20.3888888888889,1.016,2015-03-03
802140,24.8333333333333,9.6304,29,20.6111111111111,0.254,2015-03-04
802140,26,10.186,31,20,0,2015-03-05
802140,25,8.8896,31.7222222222222,19.7777777777778,7.874,2015-03-06
802140,24.6666666666667,10.9268,29,19.7777777777778,6.096,2015-03-07
802140,26.1666666666667,11.4824,30,20,0,2015-03-08
802140,28,14.6308,31.1111111111111,22,0,2015-03-09
802140,27.2222222222222,10.7416,31.1111111111111,21.2222222222222,0,2015-03-10
802140,27.5555555555556,11.2972,31.2222222222222,21.2222222222222,0,2015-03-11
802140,28.1111111111111,8.5192,32.2222222222222,21,0,2015-03-12
802140,25,9.0748,32.2222222222222,20,11.938,2015-03-13
802140,24.6666666666667,7.5932,31,19.7777777777778,12.954,2015-03-14
802140,26.7777777777778,8.334,30,20.7777777777778,0,2015-03-15
802140,25.1666666666667,6.8524,30.2777777777778,20,6.096,2015-03-16
802140,23.2222222222222,9.0748,30,20,1.016,2015-03-17
802140,21.7777777777778,7.408,28.7777777777778,18.7777777777778,24.892,2015-03-18
802140,21.8333333333333,8.334,25,19.6111111111111,2.032,2015-03-19
802140,22.7777777777778,6.482,26,20,0,2015-03-20
